,counts,id,time,var1,var2,var3,var4,var5,var6
48503,0,NY0122100,2015,3073,14,4,0,0.205560399,0
43988,0,NY0122100,2016,3173,11,4,0,0.205560399,0
57534,0,NY0122400,2013,1005,0,1,0,0.205560399,0
53019,0,NY0122400,2014,992,0,1,0,0.205560399,0
48504,0,NY0122400,2015,984,17,2,0,0.205560399,0
43989,0,NY0122400,2016,966,16,2,0,0.205560399,0
57535,0,NY0122700,2013,3805,132,8,0,0.205560399,0
53020,0,NY0122700,2014,3763,109,8,0,0.205560399,0
48505,0,NY0122700,2015,3801,78,8,0,0.205560399,0
43990,0,NY0122700,2016,3729,88,7,0,0.205560399,0
57536,0,NY0122900,2013,3012,62,4,0,0.205560399,0
53021,0,NY0122900,2014,2980,62,4,0,0.205560399,0
48506,0,NY0122900,2015,2951,36,4,0,0.205560399,0
43991,0,NY0122900,2016,2901,56,5,0,0.205560399,0
57537,0,NY0124200,2013,2060,0,3,0,0.205560399,0
53022,0,NY0124200,2014,2050,0,3,0,0.205560399,0
48507,0,NY0124200,2015,2043,7,3,0,0.205560399,0
43992,0,NY0124200,2016,2015,20,1,0,0.205560399,0
57538,0,NY0130000,2013,117307,366,98,1,0.205560399,0
53023,0,NY0130000,2014,116387,319,104,1,0.205560399,0
48508,0,NY0130000,2015,116140,322,102,1,0.205560399,0
43993,0,NY0130000,2016,118433,317,99,1,0.205560399,0
57539,0,NY0130100,2013,15278,120,29,1,0.205560399,0
53024,0,NY0130100,2014,14330,213,31,1,0.205560399,0
48509,1,NY0130100,2015,14141,208,34,1,0.205560399,0
43994,0,NY0130100,2016,14291,178,34,1,0.205560399,0
57540,0,NY0130200,2013,30778,881,91,1,0.205560399,0
53025,2,NY0130200,2014,30554,813,95,1,0.205560399,0
48510,0,NY0130200,2015,30416,700,96,1,0.205560399,0
43995,0,NY0130200,2016,30262,681,91,1,0.205560399,0
57544,0,NY0132200,2013,2352,0,4,1,0.205560399,0
53029,0,NY0132200,2014,2347,0,4,1,0.205560399,0
48514,0,NY0132200,2015,2307,0,4,1,0.205560399,0
43999,0,NY0132200,2016,2293,0,4,1,0.205560399,0
57545,0,NY0132400,2013,5476,95,2,1,0.205560399,0
53030,0,NY0132400,2014,5590,38,5,1,0.205560399,0
48515,0,NY0132400,2015,5618,227,5,1,0.205560399,0
44000,0,NY0132400,2016,5566,212,5,1,0.205560399,0
57546,0,NY0132500,2013,1947,1,2,1,0.205560399,0
53031,0,NY0132500,2014,1967,0,2,1,0.205560399,0
48516,0,NY0132500,2015,1982,5,2,1,0.205560399,0
44001,0,NY0132500,2016,1996,3,2,1,0.205560399,0
57548,0,NY0132700,2013,2635,2,2,1,0.205560399,0
53033,0,NY0132700,2014,2631,4,2,1,0.205560399,0
48518,0,NY0132700,2015,2622,0,2,1,0.205560399,0
44003,0,NY0132700,2016,2601,6,2,1,0.205560399,0
57549,0,NY0132800,2013,1442,0,1,1,0.205560399,0
53034,0,NY0132800,2014,1431,0,1,1,0.205560399,0
48519,0,NY0132800,2015,1429,0,1,1,0.205560399,0
44004,0,NY0132800,2016,1419,0,1,1,0.205560399,0
57551,0,NY0135900,2013,3025,0,1,1,0.205560399,0
53036,0,NY0135900,2014,2999,0,1,1,0.205560399,0
48521,0,NY0135900,2015,2052,0,1,1,0.205560399,0
44006,0,NY0135900,2016,2041,0,1,1,0.205560399,0
57552,0,NY0136300,2013,43866,113,79,1,0.205560399,0
53037,0,NY0136300,2014,43599,86,79,1,0.205560399,0
48522,0,NY0136300,2015,43552,87,78,1,0.205560399,0
44007,0,NY0136300,2016,39222,77,80,1,0.205560399,0
57554,0,NY0136500,2013,21397,60,11,1,0.205560399,0
53039,0,NY0136500,2014,21326,75,11,1,0.205560399,0
48524,0,NY0136500,2015,21241,45,11,1,0.205560399,0
44009,0,NY0136500,2016,21140,35,11,1,0.205560399,0
57555,0,NY0136600,2013,29315,117,32,1,0.205560399,0
53040,0,NY0136600,2014,29324,107,29,1,0.205560399,0
48525,0,NY0136600,2015,29398,125,29,1,0.205560399,0
44010,0,NY0136600,2016,29316,130,29,1,0.205560399,0
57558,0,NY0140000,2013,134143,476,140,1,0.205560399,0
53043,0,NY0140000,2014,134888,369,136,1,0.205560399,0
48528,0,NY0140000,2015,132770,312,136,1,0.205560399,0
44013,0,NY0140000,2016,128515,185,147,1,0.205560399,0
57559,0,NY0140100,2013,258789,9983,741,1,0.205560399,0
53044,0,NY0140100,2014,258419,9216,737,1,0.205560399,0
48529,0,NY0140100,2015,258096,8739,724,1,0.205560399,0
44014,0,NY0140100,2016,257446,8122,693,1,0.205560399,0
57560,0,NY0140200,2013,17965,509,46,1,0.205560399,0
53045,0,NY0140200,2014,17931,347,50,1,0.205560399,0
48530,0,NY0140200,2015,17913,339,50,1,0.205560399,0
44015,0,NY0140200,2016,17932,394,50,1,0.205560399,0
57561,0,NY0140300,2013,14987,128,28,1,0.205560399,0
53046,0,NY0140300,2014,14958,111,28,1,0.205560399,0
48531,0,NY0140300,2015,14941,118,28,1,0.205560399,0
44016,0,NY0140300,2016,14864,137,27,1,0.205560399,0
57562,0,NY0140400,2013,15256,145,24,1,0.205560399,0
53047,0,NY0140400,2014,15216,104,25,1,0.205560399,0
48532,0,NY0140400,2015,15193,97,25,1,0.205560399,0
44017,0,NY0140400,2016,15110,94,25,1,0.205560399,0
57563,0,NY0142000,2013,2605,0,3,1,0.205560399,0
53048,0,NY0142000,2014,2591,0,3,1,0.205560399,0
48533,0,NY0142000,2015,2598,0,3,1,0.205560399,0
44018,0,NY0142000,2016,2586,0,3,1,0.205560399,0
57564,0,NY0142200,2013,13774,93,15,1,0.205560399,0
53049,0,NY0142200,2014,13790,74,15,1,0.205560399,0
48534,0,NY0142200,2015,13852,51,15,1,0.205560399,0
44019,0,NY0142200,2016,13823,50,15,1,0.205560399,0
57565,0,NY0142400,2013,15189,140,29,1,0.205560399,0
53050,0,NY0142400,2014,15200,88,29,1,0.205560399,0
48535,0,NY0142400,2015,15183,92,28,1,0.205560399,0
44020,0,NY0142400,2016,15116,109,29,1,0.205560399,0
57566,0,NY0142500,2013,3623,0,6,1,0.205560399,0
53051,0,NY0142500,2014,3617,0,6,1,0.205560399,0
48536,0,NY0142500,2015,3609,0,6,1,0.205560399,0
44021,0,NY0142500,2016,3590,0,6,1,0.205560399,0
57567,0,NY0142600,2013,2663,33,4,0,0.205560399,0
53052,0,NY0142600,2014,2662,58,1,0,0.205560399,0
48537,0,NY0142600,2015,2634,51,1,0,0.205560399,0
44022,0,NY0142600,2016,2622,26,2,0,0.205560399,0
57568,0,NY0142700,2013,4266,0,7,1,0.205560399,0
53053,0,NY0142700,2014,4386,0,7,1,0.205560399,0
48538,0,NY0142700,2015,4377,0,7,1,0.205560399,0
44023,0,NY0142700,2016,4349,0,7,1,0.205560399,0
57569,0,NY0142800,2013,2119,0,3,1,0.205560399,0
53054,0,NY0142800,2014,2116,0,3,1,0.205560399,0
48539,0,NY0142800,2015,2118,0,3,1,0.205560399,0
44024,0,NY0142800,2016,2111,0,3,1,0.205560399,0
57570,0,NY0142900,2013,2580,0,4,1,0.205560399,0
53055,0,NY0142900,2014,2584,0,4,1,0.205560399,0
48540,0,NY0142900,2015,2600,0,4,1,0.205560399,0
44025,0,NY0142900,2016,2600,0,4,1,0.205560399,0
57571,0,NY0143000,2013,9517,119,13,1,0.205560399,0
53056,0,NY0143000,2014,9546,85,12,1,0.205560399,0
48541,0,NY0143000,2015,9603,65,13,1,0.205560399,0
44026,0,NY0143000,2016,9608,72,13,1,0.205560399,0
57572,0,NY0143100,2013,10257,0,16,1,0.205560399,0
53057,0,NY0143100,2014,10260,0,16,1,0.205560399,0
48542,0,NY0143100,2015,10279,0,16,1,0.205560399,0
44027,0,NY0143100,2016,10238,0,16,1,0.205560399,0
57573,0,NY0143200,2013,2846,5,1,1,0.205560399,0
53058,0,NY0143200,2014,2842,2,1,1,0.205560399,0
48543,0,NY0143200,2015,2851,1,1,1,0.205560399,0
44028,0,NY0143200,2016,2840,0,1,1,0.205560399,0
57574,0,NY0145100,2013,118296,690,152,1,0.205560399,0
53059,0,NY0145100,2014,118860,672,152,1,0.205560399,0
48544,0,NY0145100,2015,120207,630,151,1,0.205560399,0
44029,0,NY0145100,2016,120436,632,149,1,0.205560399,0
57575,0,NY0145200,2013,13774,0,14,1,0.205560399,0
53060,0,NY0145200,2014,13790,0,14,1,0.205560399,0
48545,0,NY0145200,2015,13852,0,14,1,0.205560399,0
44030,0,NY0145200,2016,0,0,14,1,0.205560399,0
57577,0,NY0145400,2013,2065,14,1,1,0.205560399,0
53062,0,NY0145400,2014,2063,11,1,1,0.205560399,0
48547,0,NY0145400,2015,2068,13,1,1,0.205560399,0
44032,0,NY0145400,2016,2064,7,1,1,0.205560399,0
57578,0,NY0145500,2013,78361,957,129,1,0.205560399,0
53063,0,NY0145500,2014,78209,803,129,1,0.205560399,0
48548,0,NY0145500,2015,78438,679,127,1,0.205560399,0
44033,1,NY0145500,2016,78100,691,126,1,0.205560399,0
57579,0,NY0146000,2013,29386,196,31,1,0.205560399,0
53064,0,NY0146000,2014,29507,187,31,1,0.205560399,0
48549,0,NY0146000,2015,29668,129,31,1,0.205560399,0
44034,0,NY0146000,2016,29721,116,31,1,0.205560399,0
57580,0,NY0146100,2013,7684,22,4,1,0.205560399,0
53065,0,NY0146100,2014,7696,24,4,1,0.205560399,0
48550,0,NY0146100,2015,7707,24,4,1,0.205560399,0
44035,0,NY0146100,2016,7670,12,4,1,0.205560399,0
57581,0,NY0146300,2013,16292,242,22,1,0.205560399,0
53066,0,NY0146300,2014,16269,188,22,1,0.205560399,0
48551,0,NY0146300,2015,16287,236,24,1,0.205560399,0
44036,0,NY0146300,2016,16234,223,24,1,0.205560399,0
57583,0,NY0146500,2013,45535,491,60,1,0.205560399,0
53068,0,NY0146500,2014,45656,430,66,1,0.205560399,0
48553,0,NY0146500,2015,45942,315,66,1,0.205560399,0
44038,0,NY0146500,2016,46028,321,61,1,0.205560399,0
57585,0,NY0146700,2013,36369,194,49,1,0.205560399,0
53070,0,NY0146700,2014,36760,141,46,1,0.205560399,0
48555,0,NY0146700,2015,37134,128,49,1,0.205560399,0
44040,0,NY0146700,2016,37418,137,49,1,0.205560399,0
57587,0,NY0147200,2013,58082,728,102,1,0.205560399,0
53072,0,NY0147200,2014,58077,593,104,1,0.205560399,0
48557,0,NY0147200,2015,58016,545,103,1,0.205560399,0
44042,0,NY0147200,2016,57698,538,103,1,0.205560399,0
57588,0,NY0147400,2013,44821,496,69,1,0.205560399,0
53073,0,NY0147400,2014,44866,378,66,1,0.205560399,0
48558,0,NY0147400,2015,45352,266,66,1,0.205560399,0
44043,0,NY0147400,2016,45752,253,68,1,0.205560399,0
57590,0,NY0150000,2013,26311,16,19,0,0.205560399,0
53075,0,NY0150000,2014,26210,10,27,0,0.205560399,0
48560,0,NY0150000,2015,25974,2,27,0,0.205560399,0
44045,0,NY0150000,2016,25612,4,15,0,0.205560399,0
57591,0,NY0152200,2013,1172,0,1,0,0.205560399,0
53076,0,NY0152200,2014,1149,0,1,0,0.205560399,0
48561,0,NY0152200,2015,1145,0,1,0,0.205560399,0
44046,0,NY0152200,2016,1140,0,1,0,0.205560399,0
57592,0,NY0152300,2013,2491,33,11,0,0.205560399,0
53077,0,NY0152300,2014,2460,28,10,0,0.205560399,0
48562,0,NY0152300,2015,2452,38,11,0,0.205560399,0
44047,0,NY0152300,2016,2453,39,12,0,0.205560399,0
57593,0,NY0152700,2013,4982,43,7,0,0.205560399,0
53078,0,NY0152700,2014,4979,43,8,0,0.205560399,0
48563,0,NY0152700,2015,4996,27,6,0,0.205560399,0
44048,0,NY0152700,2016,4965,29,8,0,0.205560399,0
57594,0,NY0155100,2013,3628,9,2,0,0.205560399,0
53079,0,NY0155100,2014,3572,6,2,0,0.205560399,0
48564,0,NY0155100,2015,3570,2,2,0,0.205560399,0
44049,0,NY0155100,2016,3585,6,2,0,0.205560399,0
57595,0,NY0156600,2013,2010,0,1,0,0.205560399,0
53080,0,NY0156600,2014,2074,0,1,0,0.205560399,0
48565,0,NY0156600,2015,2074,0,1,0,0.205560399,0
44050,0,NY0156600,2016,2067,0,1,0,0.205560399,0
57597,0,NY0160000,2013,38535,0,48,0,0.205560399,0
53082,0,NY0160000,2014,38451,0,8,0,0.205560399,0
48567,0,NY0160000,2015,37833,0,8,0,0.205560399,0
44052,0,NY0160000,2016,37051,0,8,0,0.205560399,0
57598,0,NY0162000,2013,3642,73,9,0,0.205560399,0
53083,0,NY0162000,2014,3630,101,9,0,0.205560399,0
48568,0,NY0162000,2015,3609,89,9,0,0.205560399,0
44053,0,NY0162000,2016,3560,88,9,0,0.205560399,0
57599,0,NY0162300,2013,5369,118,12,0,0.205560399,0
53084,0,NY0162300,2014,5333,76,9,0,0.205560399,0
48569,0,NY0162300,2015,5298,68,10,0,0.205560399,0
44054,0,NY0162300,2016,5248,46,12,0,0.205560399,0
57600,0,NY0162400,2013,5881,10,14,0,0.205560399,0
53085,0,NY0162400,2014,5853,19,13,0,0.205560399,0
48570,0,NY0162400,2015,5803,166,14,0,0.205560399,0
44055,0,NY0162400,2016,5726,151,13,0,0.205560399,0
57601,0,NY0162500,2013,0,0,17,0,0.205560399,0
53086,0,NY0162500,2014,0,0,17,0,0.205560399,0
48571,0,NY0162500,2015,0,0,17,0,0.205560399,0
44056,0,NY0162500,2016,0,0,17,0,0.205560399,0
57602,0,NY0170000,2013,29734,214,24,0,0.205560399,0
53087,0,NY0170000,2014,29564,187,24,0,0.205560399,0
48572,0,NY0170000,2015,29147,192,24,0,0.205560399,0
44057,0,NY0170000,2016,28973,282,25,0,0.205560399,0
57603,0,NY0170100,2013,15315,216,29,0,0.205560399,0
53088,0,NY0170100,2014,15242,244,31,0,0.205560399,0
48573,0,NY0170100,2015,15002,921,31,0,0.205560399,0
44058,0,NY0170100,2016,14908,798,28,0,0.205560399,0
57604,0,NY0170200,2013,8531,175,24,0,0.205560399,0
53089,0,NY0170200,2014,8439,145,26,0,0.205560399,0
48574,0,NY0170200,2015,8327,142,23,0,0.205560399,0
44059,0,NY0170200,2016,8282,110,21,0,0.205560399,0
57605,0,NY0172100,2013,1097,0,1,0,0.205560399,0
53090,0,NY0172100,2014,1084,0,1,0,0.205560399,0
48575,0,NY0172100,2015,1066,0,1,0,0.205560399,0
44060,0,NY0172100,2016,1058,1,1,0,0.205560399,0
57607,0,NY0180000,2013,40159,181,48,0,0.205560399,0
53092,0,NY0180000,2014,39726,311,48,0,0.205560399,0
48577,0,NY0180000,2015,39421,244,47,0,0.205560399,0
44062,0,NY0180000,2016,39009,221,50,0,0.205560399,0
57608,0,NY0180100,2013,15374,393,30,0,0.205560399,0
53093,0,NY0180100,2014,15223,380,31,0,0.205560399,0
48578,0,NY0180100,2015,14999,353,28,0,0.205560399,0
44063,0,NY0180100,2016,14931,321,30,0,0.205560399,0
57609,0,NY0182300,2013,4354,47,7,0,0.205560399,0
53094,0,NY0182300,2014,4325,50,8,0,0.205560399,0
48579,0,NY0182300,2015,4285,36,7,0,0.205560399,0
44064,0,NY0182300,2016,4269,32,7,0,0.205560399,0
57610,0,NY0182500,2013,704,0,1,0,0.205560399,0
53095,0,NY0182500,2014,698,0,1,0,0.205560399,0
48580,0,NY0182500,2015,724,0,1,0,0.205560399,0
44065,0,NY0182500,2016,692,0,1,0,0.205560399,0
57611,0,NY0190000,2013,26575,35,23,0,0.205560399,0
53096,0,NY0190000,2014,26452,26,23,0,0.205560399,0
48581,0,NY0190000,2015,25982,22,28,0,0.205560399,0
44066,0,NY0190000,2016,25485,27,28,0,0.205560399,0
57612,0,NY0192000,2013,1632,0,1,0,0.205560399,0
53097,0,NY0192000,2014,1624,0,1,0,0.205560399,0
48582,0,NY0192000,2015,1607,0,1,0,0.205560399,0
44067,0,NY0192000,2016,1607,0,1,0,0.205560399,0
57613,0,NY0192100,2013,3971,49,18,0,0.205560399,0
53098,0,NY0192100,2014,3949,61,15,0,0.205560399,0
48583,0,NY0192100,2015,3860,56,15,0,0.205560399,0
44068,0,NY0192100,2016,3840,31,13,0,0.205560399,0
57614,0,NY0192200,2013,2755,7,1,0,0.205560399,0
53099,0,NY0192200,2014,2742,14,1,0,0.205560399,0
48584,0,NY0192200,2015,2699,9,1,0,0.205560399,0
44069,0,NY0192200,2016,2681,7,1,0,0.205560399,0
57616,0,NY0192500,2013,1683,2,1,0,0.205560399,0
53101,0,NY0192500,2014,1682,6,3,0,0.205560399,0
48586,0,NY0192500,2015,1664,4,1,0,0.205560399,0
44071,0,NY0192500,2016,1674,2,2,0,0.205560399,0
57617,0,NY0193000,2013,3303,0,1,0,0.205560399,0
53102,0,NY0193000,2014,3284,0,1,0,0.205560399,0
48587,0,NY0193000,2015,3249,0,1,0,0.205560399,0
44072,0,NY0193000,2016,3240,0,1,0,0.205560399,0
57618,0,NY0195000,2013,2689,0,1,0,0.205560399,0
53103,0,NY0195000,2014,2678,0,1,0,0.205560399,0
48588,0,NY0195000,2015,2646,0,3,0,0.205560399,0
44073,0,NY0195000,2016,2634,1,3,0,0.205560399,0
57619,0,NY0195100,2013,2700,0,3,0,0.205560399,0
53104,0,NY0195100,2014,2689,1,3,0,0.205560399,0
48589,0,NY0195100,2015,2667,1,3,0,0.205560399,0
44074,0,NY0195100,2016,2661,1,3,0,0.205560399,0
57620,0,NY0195200,2013,6577,13,1,0,0.205560399,0
53105,0,NY0195200,2014,6548,30,1,0,0.205560399,0
48590,0,NY0195200,2015,6465,14,1,0,0.205560399,0
44075,0,NY0195200,2016,6437,15,1,0,0.205560399,0
57621,0,NY0200000,2013,4439,1,5,0,0.205560399,0
53106,0,NY0200000,2014,4438,1,6,0,0.205560399,0
48591,0,NY0200000,2015,4356,2,5,0,0.205560399,0
44076,0,NY0200000,2016,4335,5,5,0,0.205560399,0
57622,0,NY0205000,2013,329,5,2,0,0.205560399,0
53107,0,NY0205000,2014,328,0,2,0,0.205560399,0
48592,0,NY0205000,2015,322,0,2,0,0.205560399,0
44077,0,NY0205000,2016,322,1,2,0,0.205560399,0
57623,0,NY0210000,2013,29771,3,4,0,0.205560399,0
53108,0,NY0210000,2014,29588,0,3,0,0.205560399,0
48593,0,NY0210000,2015,29223,0,5,0,0.205560399,0
44078,0,NY0210000,2016,28471,3,6,0,0.205560399,0
57624,0,NY0212100,2013,2579,23,3,0,0.205560399,0
53109,0,NY0212100,2014,2556,21,4,0,0.205560399,0
48594,0,NY0212100,2015,2520,10,4,0,0.205560399,0
44079,0,NY0212100,2016,2490,3,4,0,0.205560399,0
57625,0,NY0212200,2013,8002,154,17,0,0.205560399,0
53110,0,NY0212200,2014,7969,133,17,0,0.205560399,0
48595,0,NY0212200,2015,7854,119,17,0,0.205560399,0
44080,0,NY0212200,2016,7877,189,18,0,0.205560399,0
57626,0,NY0212300,2013,2714,0,4,0,0.205560399,0
53111,0,NY0212300,2014,2693,0,4,0,0.205560399,0
48596,0,NY0212300,2015,2656,0,4,0,0.205560399,0
44081,0,NY0212300,2016,2611,0,4,0,0.205560399,0
57627,0,NY0212400,2013,7693,53,20,0,0.205560399,0
53112,0,NY0212400,2014,7646,63,22,0,0.205560399,0
48597,0,NY0212400,2015,7559,48,20,0,0.205560399,0
44082,0,NY0212400,2016,7478,55,19,0,0.205560399,0
57628,0,NY0212500,2013,2191,29,2,0,0.205560399,0
53113,0,NY0212500,2014,2173,22,4,0,0.205560399,0
48598,0,NY0212500,2015,2144,14,2,0,0.205560399,0
44083,0,NY0212500,2016,2119,7,2,0,0.205560399,0
57629,0,NY0212900,2013,4912,178,9,0,0.205560399,0
53114,0,NY0212900,2014,4875,116,10,0,0.205560399,0
48599,0,NY0212900,2015,4823,128,9,0,0.205560399,0
44084,0,NY0212900,2016,4757,116,10,0,0.205560399,0
57630,0,NY0213000,2013,822,0,1,0,0.205560399,0
53115,0,NY0213000,2014,913,0,1,0,0.205560399,0
48600,0,NY0213000,2015,897,0,1,0,0.205560399,0
44085,0,NY0213000,2016,883,0,1,0,0.205560399,0
57631,0,NY0216700,2013,1831,0,4,0,0.205560399,0
53116,0,NY0216700,2014,1837,0,4,0,0.205560399,0
48601,0,NY0216700,2015,1824,5,5,0,0.205560399,0
44086,0,NY0216700,2016,1817,3,5,0,0.205560399,0
57632,0,NY0216800,2013,5033,7,1,0,0.205560399,0
53117,0,NY0216800,2014,5010,8,1,0,0.205560399,0
48602,0,NY0216800,2015,4969,12,3,0,0.205560399,0
44087,0,NY0216800,2016,4925,16,3,0,0.205560399,0
57633,0,NY0220000,2013,75941,62,41,1,0.205560399,0
53118,0,NY0220000,2014,75194,51,42,1,0.205560399,0
48603,0,NY0220000,2015,74667,71,42,1,0.205560399,0
44088,0,NY0220000,2016,73442,120,40,1,0.205560399,0
57634,0,NY0220100,2013,28179,1199,63,1,0.205560399,0
53119,0,NY0220100,2014,28009,1258,66,1,0.205560399,0
48604,0,NY0220100,2015,27717,1328,65,1,0.205560399,0
44089,0,NY0220100,2016,26765,1246,65,1,0.205560399,0
57635,0,NY0222000,2013,1861,0,6,1,0.205560399,0
53120,0,NY0222000,2014,1851,0,6,1,0.205560399,0
48605,0,NY0222000,2015,1852,8,6,1,0.205560399,0
44090,0,NY0222000,2016,1837,0,6,1,0.205560399,0
57636,0,NY0222100,2013,1128,10,2,1,0.205560399,0
53121,0,NY0222100,2014,1107,10,2,1,0.205560399,0
48606,0,NY0222100,2015,1109,8,1,1,0.205560399,0
44091,0,NY0222100,2016,1102,6,2,1,0.205560399,0
57640,0,NY0222600,2013,762,0,2,1,0.205560399,0
53125,0,NY0222600,2014,749,0,2,1,0.205560399,0
48610,0,NY0222600,2015,751,0,2,1,0.205560399,0
44095,0,NY0222600,2016,744,1,2,1,0.205560399,0
57641,0,NY0222700,2013,2113,0,6,1,0.205560399,0
53126,0,NY0222700,2014,2094,0,6,1,0.205560399,0
48611,0,NY0222700,2015,2095,0,6,1,0.205560399,0
44096,0,NY0222700,2016,2075,3,6,1,0.205560399,0
57642,0,NY0222800,2013,2063,7,3,1,0.205560399,0
53127,0,NY0222800,2014,2027,1,3,1,0.205560399,0
48612,0,NY0222800,2015,1997,0,3,1,0.205560399,0
44097,0,NY0222800,2016,1950,1,3,1,0.205560399,0
57643,0,NY0223300,2013,1522,0,1,1,0.205560399,0
53128,0,NY0223300,2014,1510,0,1,1,0.205560399,0
48613,0,NY0223300,2015,1511,1,1,1,0.205560399,0
44098,0,NY0223300,2016,1497,0,1,1,0.205560399,0
57646,0,NY0223800,2013,3862,53,4,1,0.205560399,0
53131,0,NY0223800,2014,3710,50,4,1,0.205560399,0
48616,0,NY0223800,2015,3653,50,4,1,0.205560399,0
44101,0,NY0223800,2016,3575,46,3,1,0.205560399,0
57649,0,NY0225000,2013,1427,0,1,1,0.205560399,0
53134,0,NY0225000,2014,1412,0,1,1,0.205560399,0
48619,0,NY0225000,2015,1414,0,1,1,0.205560399,0
44104,0,NY0225000,2016,1402,0,1,1,0.205560399,0
57655,0,NY0240000,2013,23850,156,18,0,0.205560399,0
53140,0,NY0240000,2014,23773,111,17,0,0.205560399,0
48625,0,NY0240000,2015,23757,73,17,0,0.205560399,0
44110,0,NY0240000,2016,23352,58,17,0,0.205560399,0
57658,0,NY0242400,2013,3457,60,6,0,0.205560399,0
53143,0,NY0242400,2014,3438,55,7,0,0.205560399,0
48628,0,NY0242400,2015,3448,63,6,0,0.205560399,0
44113,0,NY0242400,2016,3406,26,6,0,0.205560399,0
57659,0,NY0242500,2013,572,0,1,0,0.205560399,0
53144,0,NY0242500,2014,568,0,1,0,0.205560399,0
48629,0,NY0242500,2015,570,0,1,0,0.205560399,0
44114,0,NY0242500,2016,565,0,1,0,0.205560399,0
57661,0,NY0250000,2013,40819,273,48,0,0.205560399,0
53146,0,NY0250000,2014,40768,203,49,0,0.205560399,0
48631,0,NY0250000,2015,40323,192,49,0,0.205560399,0
44116,0,NY0250000,2016,40158,176,51,0,0.205560399,0
57662,0,NY0252000,2013,3333,20,4,0,0.205560399,0
53147,0,NY0252000,2014,3333,12,4,0,0.205560399,0
48632,0,NY0252000,2015,3301,9,4,0,0.205560399,0
44117,0,NY0252000,2016,3308,10,4,0,0.205560399,0
57663,0,NY0252100,2013,2151,1,3,0,0.205560399,0
53148,0,NY0252100,2014,2149,2,3,0,0.205560399,0
48633,0,NY0252100,2015,2132,0,3,0,0.205560399,0
44118,0,NY0252100,2016,2136,0,3,0,0.205560399,0
57664,0,NY0252200,2013,7891,7,7,0,0.205560399,0
53149,0,NY0252200,2014,7914,8,7,0,0.205560399,0
48634,0,NY0252200,2015,8134,16,7,0,0.205560399,0
44119,0,NY0252200,2016,8199,12,8,0,0.205560399,0
57665,0,NY0252600,2013,2912,45,5,0,0.205560399,0
53150,0,NY0252600,2014,2891,43,5,0,0.205560399,0
48635,0,NY0252600,2015,2887,45,5,0,0.205560399,0
44120,0,NY0252600,2016,2883,43,5,0,0.205560399,0
57666,0,NY0252700,2013,4605,62,5,0,0.205560399,0
53151,0,NY0252700,2014,4589,73,6,0,0.205560399,0
48636,0,NY0252700,2015,4543,57,6,0,0.205560399,0
44121,0,NY0252700,2016,4525,81,5,0,0.205560399,0
57667,0,NY0252800,2013,1336,0,5,0,0.205560399,0
53152,0,NY0252800,2014,1332,0,5,0,0.205560399,0
48637,0,NY0252800,2015,1323,0,5,0,0.205560399,0
44122,0,NY0252800,2016,1323,0,5,0,0.205560399,0
57668,0,NY0256000,2013,3007,4,1,0,0.205560399,0
53153,0,NY0256000,2014,2992,3,1,0,0.205560399,0
48638,0,NY0256000,2015,2971,8,1,0,0.205560399,0
44123,0,NY0256000,2016,2977,21,1,0,0.205560399,0
57669,0,NY0260000,2013,44276,126,23,0,0.205560399,0
53154,0,NY0260000,2014,44354,116,28,0,0.205560399,0
48639,0,NY0260000,2015,44127,126,32,0,0.205560399,0
44124,0,NY0260000,2016,43463,110,34,0,0.205560399,0
57670,0,NY0260100,2013,11220,237,23,0,0.205560399,0
53155,0,NY0260100,2014,11231,158,23,0,0.205560399,0
48640,0,NY0260100,2015,11144,189,23,0,0.205560399,0
44125,0,NY0260100,2016,11081,255,23,0,0.205560399,0
57671,0,NY0262100,2013,2732,15,4,0,0.205560399,0
53156,0,NY0262100,2014,2760,8,4,0,0.205560399,0
48641,0,NY0262100,2015,2825,19,4,0,0.205560399,0
44126,0,NY0262100,2016,2861,11,4,0,0.205560399,0
57672,0,NY0262500,2013,4184,5,5,0,0.205560399,0
53157,0,NY0262500,2014,4163,3,4,0,0.205560399,0
48642,0,NY0262500,2015,4191,7,5,0,0.205560399,0
44127,0,NY0262500,2016,4166,2,5,0,0.205560399,0
57673,0,NY0262600,2013,4704,61,5,0,0.205560399,0
53158,0,NY0262600,2014,4704,59,5,0,0.205560399,0
48643,0,NY0262600,2015,4686,69,5,0,0.205560399,0
44128,0,NY0262600,2016,4638,67,5,0,0.205560399,0
57674,0,NY0262900,2013,5016,25,6,0,0.205560399,0
53159,0,NY0262900,2014,5031,22,1,0,0.205560399,0
48644,0,NY0262900,2015,4999,16,1,0,0.205560399,0
44129,0,NY0262900,2016,4855,14,1,0,0.205560399,0
57675,0,NY0263000,2013,851,0,6,0,0.205560399,0
53160,0,NY0263000,2014,849,0,6,0,0.205560399,0
48645,0,NY0263000,2015,836,0,6,0,0.205560399,0
44130,0,NY0263000,2016,822,0,6,0,0.205560399,0
57676,0,NY0270000,2013,241865,1455,273,1,0.205560399,0
53161,0,NY0270000,2014,242949,1265,294,1,0.205560399,0
48646,0,NY0270000,2015,240366,1243,271,1,0.205560399,0
44131,0,NY0270000,2016,237407,1170,279,1,0.205560399,0
57677,1,NY0270100,2013,210562,6929,735,1,0.205560399,0
