,counts,id,time,var1,var2,var3,var4,var5,var6
47203,0,MA0122400,2015,18484,32,30,1,0.106312292,0
42688,0,MA0122400,2016,18462,0,33,1,0.106312292,0
56234,0,MA0122500,2013,22567,438,46,1,0.106312292,0
51719,0,MA0122500,2014,22585,381,44,1,0.106312292,0
47204,0,MA0122500,2015,22640,365,42,1,0.106312292,0
42689,0,MA0122500,2016,22422,319,47,1,0.106312292,0
56235,0,MA0122600,2013,6966,69,20,1,0.106312292,0
51720,0,MA0122600,2014,7018,44,20,1,0.106312292,0
47205,0,MA0122600,2015,7096,33,19,1,0.106312292,0
42690,0,MA0122600,2016,7097,33,20,1,0.106312292,0
56236,0,MA0122700,2013,14682,128,26,1,0.106312292,0
51721,0,MA0122700,2014,14786,169,26,1,0.106312292,0
47206,0,MA0122700,2015,14865,155,26,1,0.106312292,0
42691,0,MA0122700,2016,14852,122,26,1,0.106312292,0
56237,0,MA0122900,2013,0,17,21,1,0.106312292,0
51722,0,MA0122900,2014,0,26,22,1,0.106312292,0
47207,0,MA0122900,2015,0,41,21,1,0.106312292,0
42692,0,MA0122900,2016,0,18,19,1,0.106312292,0
56239,0,MA0123200,2013,0,11,14,1,0.106312292,0
51724,0,MA0123200,2014,0,10,17,1,0.106312292,0
47209,0,MA0123200,2015,0,5,17,1,0.106312292,0
42694,0,MA0123200,2016,0,10,17,1,0.106312292,0
56244,3,MA0130100,2013,643799,12542,2131,1,0.106312292,0
51729,1,MA0130100,2014,654413,11977,2151,1,0.106312292,0
47214,2,MA0130100,2015,665258,11394,2139,1,0.106312292,0
42699,3,MA0130100,2016,673880,11386,2125,1,0.106312292,0
56246,0,MA0130300,2013,37454,1542,97,1,0.106312292,0
51731,1,MA0130300,2014,38396,1391,97,1,0.106312292,0
47216,0,MA0130300,2015,39811,1381,98,1,0.106312292,0
42701,0,MA0130300,2016,40096,1204,110,1,0.106312292,0
56247,0,MA0130400,2013,53777,945,91,1,0.106312292,0
51732,0,MA0130400,2014,54402,832,92,1,0.106312292,0
47217,2,MA0130400,2015,54769,947,102,1,0.106312292,0
42702,0,MA0130400,2016,53514,878,98,1,0.106312292,0
56248,0,MA0130500,2013,18131,197,32,1,0.106312292,0
51733,0,MA0130500,2014,18314,191,34,1,0.106312292,0
47218,0,MA0130500,2015,18570,193,32,1,0.106312292,0
42703,0,MA0130500,2016,18216,154,31,1,0.106312292,0
56249,0,MA0130900,2013,0,0,107,1,0.106312292,0
51734,0,MA0130900,2014,0,0,107,1,0.106312292,0
47219,0,MA0130900,2015,0,0,107,1,0.106312292,0
42704,0,MA0130900,2016,0,0,107,1,0.106312292,0
56250,0,MA0131500,2013,0,0,10,1,0.106312292,0
51735,0,MA0131500,2014,0,0,10,1,0.106312292,0
47220,0,MA0131500,2015,0,0,10,1,0.106312292,0
42705,0,MA0131500,2016,0,0,10,1,0.106312292,0
56252,0,MA0132000,2013,0,17,30,1,0.106312292,0
51737,0,MA0132000,2014,0,6,24,1,0.106312292,0
47222,0,MA0132000,2015,0,11,23,1,0.106312292,0
42707,0,MA0132000,2016,0,23,26,1,0.106312292,0
56253,0,MA0133000,2013,0,75,53,1,0.106312292,0
51738,0,MA0133000,2014,0,80,54,1,0.106312292,0
47223,0,MA0133000,2015,0,86,50,1,0.106312292,0
42708,0,MA0133000,2016,0,87,53,1,0.106312292,0
56254,0,MA0133300,2013,0,42,56,1,0.106312292,0
51739,0,MA0133300,2014,0,37,53,1,0.106312292,0
47224,0,MA0133300,2015,0,69,56,1,0.106312292,0
42709,0,MA0133300,2016,0,31,62,1,0.106312292,0
56255,0,MA0133600,2013,0,0,14,1,0.106312292,0
51740,0,MA0133600,2014,0,0,14,1,0.106312292,0
47225,0,MA0133600,2015,0,0,14,1,0.106312292,0
42710,0,MA0133600,2016,0,0,14,1,0.106312292,0
56256,0,MA0133800,2013,0,1,9,1,0.106312292,0
51741,0,MA0133800,2014,0,0,10,1,0.106312292,0
47226,0,MA0133800,2015,0,0,8,1,0.106312292,0
42711,0,MA0133800,2016,0,3,11,1,0.106312292,0
56258,0,MA0134100,2013,0,6,13,1,0.106312292,0
51743,0,MA0134100,2014,0,4,13,1,0.106312292,0
47228,0,MA0134100,2015,0,4,14,1,0.106312292,0
42713,0,MA0134100,2016,0,2,15,1,0.106312292,0
56260,0,MA0139800,2013,0,19,16,1,0.106312292,0
51745,0,MA0139800,2014,0,21,20,1,0.106312292,0
47230,0,MA0139800,2015,0,14,18,1,0.106312292,0
42715,0,MA0139800,2016,0,28,20,1,0.106312292,0
56262,0,MA013BA00,2013,0,755,237,1,0.106312292,0
51747,0,MA013BA00,2014,0,592,255,1,0.106312292,0
47232,0,MA013BA00,2015,0,0,260,1,0.106312292,0
42717,0,MA013BA00,2016,0,655,247,1,0.106312292,0
56263,0,MA013BU00,2013,0,0,55,1,0.106312292,0
51748,0,MA013BU00,2014,0,0,55,1,0.106312292,0
47233,0,MA013BU00,2015,0,0,55,1,0.106312292,0
42718,0,MA013BU00,2016,0,0,55,1,0.106312292,0
56265,0,MA013NU00,2013,0,0,45,1,0.106312292,0
51750,0,MA013NU00,2014,0,0,45,1,0.106312292,0
47235,0,MA013NU00,2015,0,0,45,1,0.106312292,0
42720,0,MA013NU00,2016,0,0,45,1,0.106312292,0
56266,0,MA013WI00,2013,0,0,11,1,0.106312292,0
51751,0,MA013WI00,2014,0,0,11,1,0.106312292,0
47236,0,MA013WI00,2015,0,0,11,1,0.106312292,0
42721,0,MA013WI00,2016,0,0,11,1,0.106312292,0
56268,0,MA0140100,2013,6166,41,10,1,0.106312292,0
51753,0,MA0140100,2014,6190,37,11,1,0.106312292,0
47238,0,MA0140100,2015,6206,23,11,1,0.106312292,0
42723,0,MA0140100,2016,6206,31,11,1,0.106312292,0
56269,0,MA0140200,2013,11668,130,19,1,0.106312292,0
51754,0,MA0140200,2014,11655,113,18,1,0.106312292,0
47239,0,MA0140200,2015,11629,93,18,1,0.106312292,0
42724,0,MA0140200,2016,11612,129,18,1,0.106312292,0
56270,0,MA0140300,2013,16361,181,36,1,0.106312292,0
51755,0,MA0140300,2014,16392,189,29,1,0.106312292,0
47240,0,MA0140300,2015,16440,186,35,1,0.106312292,0
42725,1,MA0140300,2016,16508,140,35,1,0.106312292,0
56271,0,MA0140400,2013,5453,94,8,1,0.106312292,0
51756,0,MA0140400,2014,5473,73,8,1,0.106312292,0
47241,0,MA0140400,2015,5481,103,9,1,0.106312292,0
42726,0,MA0140400,2016,5491,0,8,1,0.106312292,0
56272,0,MA0140500,2013,2921,7,7,1,0.106312292,0
51757,0,MA0140500,2014,2970,3,6,1,0.106312292,0
47242,0,MA0140500,2015,3007,10,8,1,0.106312292,0
42727,0,MA0140500,2016,3038,1,10,1,0.106312292,0
56273,0,MA0140600,2013,9094,71,17,1,0.106312292,0
51758,0,MA0140600,2014,9118,63,17,1,0.106312292,0
47243,0,MA0140600,2015,9110,48,17,1,0.106312292,0
42728,0,MA0140600,2016,9079,46,17,1,0.106312292,0
56274,0,MA0140700,2013,5060,23,9,1,0.106312292,0
51759,0,MA0140700,2014,5128,41,10,1,0.106312292,0
47244,0,MA0140700,2015,5187,43,10,1,0.106312292,0
42729,0,MA0140700,2016,5210,25,12,1,0.106312292,0
56275,0,MA0140800,2013,4417,4,8,1,0.106312292,0
51760,0,MA0140800,2014,4463,7,8,1,0.106312292,0
47245,0,MA0140800,2015,4507,4,9,1,0.106312292,0
42730,0,MA0140800,2016,4551,6,10,1,0.106312292,0
56276,0,MA0140900,2013,3415,0,3,1,0.106312292,0
51761,0,MA0140900,2014,3389,0,5,1,0.106312292,0
47246,0,MA0140900,2015,3402,0,5,1,0.106312292,0
42731,0,MA0140900,2016,3400,0,5,1,0.106312292,0
56277,0,MA0141000,2013,13195,84,18,1,0.106312292,0
51762,0,MA0141000,2014,13258,58,18,1,0.106312292,0
47247,0,MA0141000,2015,13396,61,18,1,0.106312292,0
42732,0,MA0141000,2016,13430,88,18,1,0.106312292,0
56278,0,MA0141100,2013,13721,59,27,1,0.106312292,0
51763,0,MA0141100,2014,13755,55,27,1,0.106312292,0
47248,0,MA0141100,2015,13786,35,27,1,0.106312292,0
42733,0,MA0141100,2016,13780,36,24,1,0.106312292,0
56279,0,MA0141200,2013,8628,64,15,1,0.106312292,0
51764,0,MA0141200,2014,8687,61,15,1,0.106312292,0
47249,0,MA0141200,2015,8737,31,15,1,0.106312292,0
42734,0,MA0141200,2016,8741,48,15,1,0.106312292,0
56280,0,MA0141300,2013,11619,132,12,1,0.106312292,0
51765,0,MA0141300,2014,11562,136,13,1,0.106312292,0
47250,0,MA0141300,2015,11909,80,14,1,0.106312292,0
42735,0,MA0141300,2016,11558,143,14,1,0.106312292,0
56281,0,MA0141400,2013,2192,22,4,1,0.106312292,0
51766,0,MA0141400,2014,2189,12,4,1,0.106312292,0
47251,0,MA0141400,2015,2188,13,4,1,0.106312292,0
42736,0,MA0141400,2016,2178,13,4,1,0.106312292,0
56282,0,MA0141500,2013,40521,744,72,1,0.106312292,0
51767,0,MA0141500,2014,40492,822,72,1,0.106312292,0
47252,0,MA0141500,2015,40467,749,71,1,0.106312292,0
42737,0,MA0141500,2016,40391,656,78,1,0.106312292,0
56283,0,MA0141600,2013,20341,401,32,1,0.106312292,0
51768,0,MA0141600,2014,20462,406,31,1,0.106312292,0
47253,0,MA0141600,2015,20444,364,30,1,0.106312292,0
42738,0,MA0141600,2016,20277,418,31,1,0.106312292,0
56284,0,MA0141700,2013,18182,72,18,1,0.106312292,0
51769,0,MA0141700,2014,18301,80,18,1,0.106312292,0
47254,0,MA0141700,2015,18527,73,19,1,0.106312292,0
42739,0,MA0141700,2016,18613,83,18,1,0.106312292,0
56285,0,MA0141800,2013,3005,35,4,1,0.106312292,0
51770,0,MA0141800,2014,3008,36,4,1,0.106312292,0
47255,0,MA0141800,2015,3016,32,4,1,0.106312292,0
42740,0,MA0141800,2016,4019,36,4,1,0.106312292,0
56286,0,MA0141900,2013,6548,14,10,1,0.106312292,0
51771,0,MA0141900,2014,6597,18,8,1,0.106312292,0
47256,0,MA0141900,2015,6577,15,8,1,0.106312292,0
42741,0,MA0141900,2016,6552,21,8,1,0.106312292,0
56287,0,MA0142000,2013,17775,66,20,1,0.106312292,0
51772,0,MA0142000,2014,18208,61,20,1,0.106312292,0
47257,0,MA0142000,2015,18771,62,20,1,0.106312292,0
42742,0,MA0142000,2016,18829,47,22,1,0.106312292,0
56288,0,MA0142100,2013,5952,61,12,1,0.106312292,0
51773,0,MA0142100,2014,5982,48,12,1,0.106312292,0
47258,0,MA0142100,2015,5962,32,12,1,0.106312292,0
42743,0,MA0142100,2016,5938,29,12,1,0.106312292,0
56289,0,MA0142200,2013,4448,23,7,1,0.106312292,0
51774,0,MA0142200,2014,4494,9,6,1,0.106312292,0
47259,0,MA0142200,2015,4557,0,6,1,0.106312292,0
42744,0,MA0142200,2016,4617,0,6,1,0.106312292,0
56290,0,MA0142300,2013,7943,15,11,1,0.106312292,0
51775,0,MA0142300,2014,8075,20,8,1,0.106312292,0
47260,0,MA0142300,2015,8126,25,11,1,0.106312292,0
42745,0,MA0142300,2016,8150,27,11,1,0.106312292,0
56291,0,MA0142400,2013,11183,64,17,1,0.106312292,0
51776,0,MA0142400,2014,11342,45,15,1,0.106312292,0
47261,0,MA0142400,2015,11347,57,17,1,0.106312292,0
42746,0,MA0142400,2016,11355,59,18,1,0.106312292,0
56292,0,MA0142500,2013,41175,864,67,1,0.106312292,0
51777,0,MA0142500,2014,41179,731,68,1,0.106312292,0
47262,0,MA0142500,2015,41261,794,68,1,0.106312292,0
42747,0,MA0142500,2016,41547,778,67,1,0.106312292,0
56293,0,MA0142600,2013,11149,67,12,1,0.106312292,0
51778,0,MA0142600,2014,11238,84,14,1,0.106312292,0
47263,0,MA0142600,2015,11384,80,14,1,0.106312292,0
42748,0,MA0142600,2016,11438,74,14,1,0.106312292,0
56294,0,MA0142700,2013,5902,25,14,1,0.106312292,0
51779,0,MA0142700,2014,5936,25,9,1,0.106312292,0
47264,0,MA0142700,2015,5991,18,13,1,0.106312292,0
42749,0,MA0142700,2016,6033,19,12,1,0.106312292,0
56295,0,MA0142800,2013,28312,231,45,1,0.106312292,0
51780,0,MA0142800,2014,28434,226,45,1,0.106312292,0
47265,0,MA0142800,2015,28553,252,45,1,0.106312292,0
42750,0,MA0142800,2016,28606,258,45,1,0.106312292,0
56296,0,MA0142900,2013,13355,113,17,1,0.106312292,0
51781,0,MA0142900,2014,13473,96,19,1,0.106312292,0
47266,0,MA0142900,2015,13514,82,19,1,0.106312292,0
42751,0,MA0142900,2016,13532,82,19,1,0.106312292,0
56297,0,MA0143000,2013,3209,14,5,1,0.106312292,0
51782,0,MA0143000,2014,3224,15,3,1,0.106312292,0
47267,0,MA0143000,2015,3232,6,5,1,0.106312292,0
42752,0,MA0143000,2016,3228,7,5,1,0.106312292,0
56298,0,MA0143100,2013,1026,0,1,1,0.106312292,0
51783,0,MA0143100,2014,1033,0,5,1,0.106312292,0
47268,0,MA0143100,2015,1027,0,5,1,0.106312292,0
42753,0,MA0143100,2016,1021,0,5,1,0.106312292,0
56299,0,MA0143200,2013,4695,54,6,1,0.106312292,0
51784,0,MA0143200,2014,4787,13,6,1,0.106312292,0
47269,0,MA0143200,2015,4766,0,5,1,0.106312292,0
42754,0,MA0143200,2016,4741,0,6,1,0.106312292,0
56300,0,MA0143300,2013,14878,55,18,1,0.106312292,0
51785,0,MA0143300,2014,14900,67,21,1,0.106312292,0
47270,0,MA0143300,2015,14953,50,18,1,0.106312292,0
42755,0,MA0143300,2016,15109,35,20,1,0.106312292,0
56301,0,MA0143400,2013,16026,105,19,1,0.106312292,0
51786,0,MA0143400,2014,16245,85,19,1,0.106312292,0
47271,0,MA0143400,2015,16587,70,18,1,0.106312292,0
42756,0,MA0143400,2016,16638,76,19,1,0.106312292,0
56302,0,MA0143500,2013,1921,7,1,1,0.106312292,0
51787,0,MA0143500,2014,1920,14,1,1,0.106312292,0
47272,0,MA0143500,2015,1927,3,1,1,0.106312292,0
42757,0,MA0143500,2016,1925,13,1,1,0.106312292,0
56303,0,MA0143600,2013,13828,100,20,1,0.106312292,0
51788,0,MA0143600,2014,13869,114,21,1,0.106312292,0
47273,0,MA0143600,2015,13894,99,20,1,0.106312292,0
42758,0,MA0143600,2016,13895,101,22,1,0.106312292,0
56304,0,MA0143700,2013,4884,21,17,1,0.106312292,0
51789,0,MA0143700,2014,4875,19,16,1,0.106312292,0
47274,0,MA0143700,2015,4863,12,15,1,0.106312292,0
42759,0,MA0143700,2016,4874,15,17,1,0.106312292,0
56305,0,MA0143800,2013,1243,0,2,1,0.106312292,0
51790,0,MA0143800,2014,1250,0,2,1,0.106312292,0
47275,0,MA0143800,2015,1250,0,2,1,0.106312292,0
42760,0,MA0143800,2016,1243,0,2,1,0.106312292,0
56306,0,MA0143900,2013,1701,0,2,1,0.106312292,0
51791,0,MA0143900,2014,1716,0,2,1,0.106312292,0
47276,0,MA0143900,2015,1722,0,2,1,0.106312292,0
42761,0,MA0143900,2016,1751,0,2,1,0.106312292,0
56307,0,MA0144000,2013,3452,15,6,1,0.106312292,0
51792,0,MA0144000,2014,3451,4,6,1,0.106312292,0
47277,0,MA0144000,2015,3451,9,6,1,0.106312292,0
42762,0,MA0144000,2016,3465,13,6,1,0.106312292,0
56309,0,MA0144200,2013,8272,87,9,1,0.106312292,0
51794,0,MA0144200,2014,8346,68,9,1,0.106312292,0
47279,0,MA0144200,2015,8443,96,10,1,0.106312292,0
42764,0,MA0144200,2016,8599,95,9,1,0.106312292,0
56310,0,MA0144300,2013,36315,73,43,1,0.106312292,0
51795,0,MA0144300,2014,36578,63,42,1,0.106312292,0
47280,0,MA0144300,2015,36826,59,43,1,0.106312292,0
42765,0,MA0144300,2016,36874,64,45,1,0.106312292,0
56311,0,MA0144400,2013,9908,7,15,1,0.106312292,0
51796,0,MA0144400,2014,9956,10,16,1,0.106312292,0
47281,0,MA0144400,2015,9989,30,16,1,0.106312292,0
42766,0,MA0144400,2016,10048,27,17,1,0.106312292,0
56312,0,MA0144500,2013,16870,220,34,1,0.106312292,0
51797,0,MA0144500,2014,16858,234,33,1,0.106312292,0
47282,0,MA0144500,2015,16856,193,34,1,0.106312292,0
42767,0,MA0144500,2016,16819,217,36,1,0.106312292,0
56313,0,MA0144600,2013,11801,87,17,1,0.106312292,0
51798,0,MA0144600,2014,11819,82,17,1,0.106312292,0
47283,0,MA0144600,2015,11838,86,16,1,0.106312292,0
42768,0,MA0144600,2016,11782,75,17,1,0.106312292,0
56314,0,MA0144700,2013,7895,39,12,1,0.106312292,0
51799,0,MA0144700,2014,7937,28,12,1,0.106312292,0
47284,0,MA0144700,2015,7973,34,13,1,0.106312292,0
42769,0,MA0144700,2016,7993,35,13,1,0.106312292,0
56315,0,MA0144800,2013,9399,147,18,1,0.106312292,0
51800,0,MA0144800,2014,9467,126,19,1,0.106312292,0
47285,0,MA0144800,2015,9513,130,19,1,0.106312292,0
42770,0,MA0144800,2016,9520,107,19,1,0.106312292,0
56316,0,MA0144900,2013,9137,47,16,1,0.106312292,0
51801,0,MA0144900,2014,9200,45,16,1,0.106312292,0
47286,0,MA0144900,2015,9264,44,16,1,0.106312292,0
42771,0,MA0144900,2016,9292,49,16,1,0.106312292,0
56317,0,MA0145000,2013,8083,67,9,1,0.106312292,0
51802,0,MA0145000,2014,8185,59,9,1,0.106312292,0
47287,0,MA0145000,2015,8189,56,9,1,0.106312292,0
42772,0,MA0145000,2016,8169,37,9,1,0.106312292,0
56318,0,MA0145100,2013,7690,23,12,1,0.106312292,0
51803,0,MA0145100,2014,7719,29,12,1,0.106312292,0
47288,0,MA0145100,2015,7739,90,12,1,0.106312292,0
42773,0,MA0145100,2016,7726,25,12,1,0.106312292,0
56319,0,MA0145200,2013,13629,86,17,1,0.106312292,0
51804,0,MA0145200,2014,13732,115,18,1,0.106312292,0
47289,0,MA0145200,2015,13869,71,17,1,0.106312292,0
42774,0,MA0145200,2016,13916,0,18,1,0.106312292,0
56320,0,MA0145300,2013,5158,97,7,1,0.106312292,0
51805,0,MA0145300,2014,5191,89,7,1,0.106312292,0
47290,0,MA0145300,2015,5190,0,6,1,0.106312292,0
42775,0,MA0145300,2016,5176,0,7,1,0.106312292,0
56321,0,MA0145400,2013,16871,332,31,1,0.106312292,0
51806,0,MA0145400,2014,16869,309,31,1,0.106312292,0
47291,1,MA0145400,2015,16868,327,31,1,0.106312292,0
42776,0,MA0145400,2016,16842,378,30,1,0.106312292,0
56322,0,MA0145500,2013,7821,28,13,1,0.106312292,0
51807,0,MA0145500,2014,7971,28,13,1,0.106312292,0
47292,0,MA0145500,2015,7913,25,13,1,0.106312292,0
42777,0,MA0145500,2016,7895,17,13,1,0.106312292,0
56323,0,MA0145600,2013,3749,18,4,1,0.106312292,0
51808,0,MA0145600,2014,3784,24,4,1,0.106312292,0
47293,0,MA0145600,2015,3779,7,6,1,0.106312292,0
42778,0,MA0145600,2016,3778,0,5,1,0.106312292,0
56324,0,MA0145700,2013,18563,78,29,1,0.106312292,0
51809,0,MA0145700,2014,18773,89,29,1,0.106312292,0
47294,0,MA0145700,2015,18884,72,29,1,0.106312292,0
42779,0,MA0145700,2016,18984,99,29,1,0.106312292,0
56325,0,MA0145800,2013,7377,28,13,1,0.106312292,0
51810,0,MA0145800,2014,7455,34,12,1,0.106312292,0
47295,0,MA0145800,2015,7511,53,13,1,0.106312292,0
42780,0,MA0145800,2016,7595,35,13,1,0.106312292,0
56326,0,MA0145900,2013,10551,234,13,1,0.106312292,0
51811,0,MA0145900,2014,10628,180,14,1,0.106312292,0
47296,0,MA0145900,2015,10694,199,12,1,0.106312292,0
42781,0,MA0145900,2016,10727,170,14,1,0.106312292,0
56327,0,MA0146000,2013,183454,4072,429,1,0.106312292,0
51812,0,MA0146000,2014,183248,4089,440,1,0.106312292,0
47297,1,MA0146000,2015,183377,3759,417,1,0.106312292,0
42782,0,MA0146000,2016,184595,3766,435,1,0.106312292,0
56329,0,MA0146200,2013,0,11,15,1,0.106312292,0
51814,0,MA0146200,2014,0,30,17,1,0.106312292,0
47299,0,MA0146200,2015,0,22,19,1,0.106312292,0
42784,0,MA0146200,2016,0,21,16,1,0.106312292,0
56342,0,MA0146300,2013,0,0,6,1,0.106312292,0
51827,0,MA0146300,2014,0,0,6,1,0.106312292,0
47312,0,MA0146300,2015,0,0,6,1,0.106312292,0
42797,0,MA0146300,2016,0,0,6,1,0.106312292,0
56331,0,MA0146800,2013,0,7,11,1,0.106312292,0
51816,0,MA0146800,2014,0,6,11,1,0.106312292,0
47301,0,MA0146800,2015,0,13,12,1,0.106312292,0
42786,0,MA0146800,2016,0,6,12,1,0.106312292,0
56332,0,MA0147000,2013,0,17,18,1,0.106312292,0
51817,0,MA0147000,2014,0,23,17,1,0.106312292,0
47302,0,MA0147000,2015,0,17,17,1,0.106312292,0
42787,0,MA0147000,2016,0,21,18,1,0.106312292,0
56333,0,MA0147200,2013,0,0,13,1,0.106312292,0
51818,0,MA0147200,2014,0,0,9,1,0.106312292,0
47303,0,MA0147200,2015,0,18,12,1,0.106312292,0
42788,0,MA0147200,2016,0,14,14,1,0.106312292,0
56334,0,MA0148100,2013,0,4,17,1,0.106312292,0
51819,0,MA0148100,2014,0,7,17,1,0.106312292,0
47304,0,MA0148100,2015,0,6,18,1,0.106312292,0
42789,0,MA0148100,2016,0,3,18,1,0.106312292,0
56335,0,MA0149E00,2013,0,0,10,1,0.106312292,0
51820,0,MA0149E00,2014,0,0,10,1,0.106312292,0
47305,0,MA0149E00,2015,0,0,10,1,0.106312292,0
42790,0,MA0149E00,2016,0,0,10,1,0.106312292,0
56339,0,MA014SC00,2013,0,0,16,1,0.106312292,0
51824,0,MA014SC00,2014,0,0,16,1,0.106312292,0
47309,0,MA014SC00,2015,0,0,16,1,0.106312292,0
42794,0,MA014SC00,2016,0,0,16,1,0.106312292,0
56340,0,MA014UM00,2013,0,0,22,1,0.106312292,0
51825,0,MA014UM00,2014,0,0,22,1,0.106312292,0
47310,0,MA014UM00,2015,0,0,22,1,0.106312292,0
42795,0,MA014UM00,2016,0,0,22,1,0.106312292,0
56341,0,MA014UN00,2013,0,0,11,1,0.106312292,0
51826,0,MA014UN00,2014,0,0,11,1,0.106312292,0
47311,0,MA014UN00,2015,0,0,11,1,0.106312292,0
42796,0,MA014UN00,2016,0,0,11,1,0.106312292,0
56344,3,MAMSP0000,2013,0,0,2109,1,0.106312292,0
51829,0,MAMSP0000,2014,0,0,2187,1,0.106312292,0
47314,1,MAMSP0000,2015,0,0,2112,1,0.106312292,0
42799,0,MAMSP0000,2016,0,0,2188,1,0.106312292,0
56345,0,ME0010000,2013,27942,99,19,1,0.420822102,0
51830,0,ME0010000,2014,28278,104,19,1,0.420822102,0
47315,0,ME0010000,2015,28102,98,19,1,0.420822102,0
42800,0,ME0010000,2016,28348,93,19,1,0.420822102,0
56346,0,ME0010100,2013,22948,350,52,1,0.420822102,0
51831,0,ME0010100,2014,22973,330,54,1,0.420822102,0
47316,0,ME0010100,2015,22880,289,54,1,0.420822102,0
42801,0,ME0010100,2016,22836,293,53,1,0.420822102,0
56347,0,ME0010200,2013,36422,556,81,1,0.420822102,0
51832,0,ME0010200,2014,36402,530,78,1,0.420822102,0
47317,0,ME0010200,2015,36232,450,81,1,0.420822102,0
42802,0,ME0010200,2016,36126,367,80,1,0.420822102,0
56348,0,ME0010300,2013,3161,50,6,1,0.420822102,0
51833,0,ME0010300,2014,3141,36,6,1,0.420822102,0
47318,0,ME0010300,2015,3134,42,6,1,0.420822102,0
42803,0,ME0010300,2016,3118,45,6,1,0.420822102,0
56349,0,ME0010500,2013,8923,69,13,1,0.420822102,0
51834,0,ME0010500,2014,8881,73,14,1,0.420822102,0
47319,0,ME0010500,2015,8854,107,12,1,0.420822102,0
42804,0,ME0010500,2016,8823,92,12,1,0.420822102,0
56350,0,ME0010600,2013,3013,30,5,1,0.420822102,0
51835,0,ME0010600,2014,3009,20,5,1,0.420822102,0
47320,0,ME0010600,2015,3003,33,4,1,0.420822102,0
42805,0,ME0010600,2016,2990,29,5,1,0.420822102,0
56351,0,ME0010700,2013,5060,46,7,1,0.420822102,0
51836,0,ME0010700,2014,5027,42,7,1,0.420822102,0
47321,0,ME0010700,2015,5059,47,6,1,0.420822102,0
42806,0,ME0010700,2016,5038,59,7,1,0.420822102,0
56354,0,ME0020000,2013,28220,24,15,0,0.420822102,0
51839,0,ME0020000,2014,27949,30,13,0,0.420822102,0
47324,0,ME0020000,2015,27517,35,15,0,0.420822102,0
42809,0,ME0020000,2016,27346,37,21,0,0.420822102,0
56355,0,ME0020100,2013,8012,50,15,0,0.420822102,0
51840,0,ME0020100,2014,7899,46,16,0,0.420822102,0
47325,0,ME0020100,2015,7799,42,14,0,0.420822102,0
42810,0,ME0020100,2016,7747,36,15,0,0.420822102,0
56356,0,ME0020200,2013,3412,13,3,0,0.420822102,0
51841,0,ME0020200,2014,3426,18,4,0,0.420822102,0
47326,0,ME0020200,2015,3381,15,4,0,0.420822102,0
42811,0,ME0020200,2016,3330,24,4,0,0.420822102,0
56357,0,ME0020300,2013,4055,13,4,0,0.420822102,0
51842,0,ME0020300,2014,4013,17,4,0,0.420822102,0
47327,0,ME0020300,2015,3992,24,4,0,0.420822102,0
42812,0,ME0020300,2016,3940,18,5,0,0.420822102,0
56358,0,ME0020400,2013,6046,60,14,0,0.420822102,0
51843,0,ME0020400,2014,5974,65,11,0,0.420822102,0
47328,0,ME0020400,2015,5903,63,13,0,0.420822102,0
42813,0,ME0020400,2016,5835,99,11,0,0.420822102,0
56359,0,ME0020500,2013,3957,19,5,0,0.420822102,0
51844,0,ME0020500,2014,3915,36,5,0,0.420822102,0
47329,0,ME0020500,2015,3860,32,5,0,0.420822102,0
42814,0,ME0020500,2016,3803,23,6,0,0.420822102,0
56360,0,ME0020600,2013,9483,73,16,0,0.420822102,0
51845,0,ME0020600,2014,9337,75,15,0,0.420822102,0
47330,0,ME0020600,2015,9232,92,16,0,0.420822102,0
42815,1,ME0020600,2016,9075,94,16,0,0.420822102,0
56361,0,ME0020700,2013,2125,14,3,0,0.420822102,0
51846,0,ME0020700,2014,2093,9,3,0,0.420822102,0
47331,0,ME0020700,2015,2065,11,3,0,0.420822102,0
42816,0,ME0020700,2016,2037,8,3,0,0.420822102,0
56362,0,ME0020800,2013,1277,3,2,0,0.420822102,0
51847,0,ME0020800,2014,1251,3,2,0,0.420822102,0
47332,0,ME0020800,2015,1241,2,2,0,0.420822102,0
42817,0,ME0020800,2016,1222,4,2,0,0.420822102,0
56363,0,ME0021000,2013,2269,16,3,0,0.420822102,0
51848,0,ME0021000,2014,2245,8,3,0,0.420822102,0
47333,0,ME0021000,2015,2224,8,3,0,0.420822102,0
42818,0,ME0021000,2016,2202,8,3,0,0.420822102,0
56364,0,ME0021600,2013,1651,6,1,0,0.420822102,0
51849,0,ME0021600,2014,1626,9,2,0,0.420822102,0
47334,0,ME0021600,2015,1602,5,1,0,0.420822102,0
42819,0,ME0021600,2016,1578,5,2,0,0.420822102,0
56368,0,ME0030000,2013,51883,212,60,1,0.420822102,0
51853,1,ME0030000,2014,52771,184,60,1,0.420822102,0
47338,0,ME0030000,2015,52660,163,58,1,0.420822102,0
42823,1,ME0030000,2016,53842,180,59,1,0.420822102,0
56369,0,ME0030100,2013,20354,123,33,1,0.420822102,0
51854,0,ME0030100,2014,20354,138,33,1,0.420822102,0
47339,0,ME0030100,2015,20490,140,33,1,0.420822102,0
42824,0,ME0030100,2016,20544,150,29,1,0.420822102,0
56370,0,ME0030200,2013,9104,19,13,1,0.420822102,0
51855,0,ME0030200,2014,9151,14,13,1,0.420822102,0
